"sku","name","category","description","price","cost","stock","margin_pct","ai_priority","image_url","is_active"
"TPL-FIT-0155","Speedo Mat de Yoga Rojo 43","Fitness","Superficie antideslizante y acolchada. Color Rojo. Talla 43. Plantilla demo 155.","23","11.04","25","52","10","","true"
"TPL-FIT-0156","Arena Cuerda de Saltar Gris 44","Fitness","Rodamientos suaves para cardio. Color Gris. Talla 44. Plantilla demo 156.","12","6.12","29","49","5","","true"
"TPL-CIC-0157","CamelBak Casco Urbano Verde XS","Ciclismo","Ventilacion y ajuste seguro. Color Verde. Talla XS. Plantilla demo 157.","33","17.82","33","46","6","","true"
"TPL-CIC-0158","HydroPeak Guantes Ciclismo Blanco S","Ciclismo","Acolchado para recorridos largos. Color Blanco. Talla S. Plantilla demo 158.","20","11.4","37","43","7","","true"
"TPL-NAT-0159","ThermoSport Gafas Natacion Naranja M","Natacion","Vision clara y antiempanante. Color Naranja. Talla M. Plantilla demo 159.","26","15.6","41","40","8","","true"
"TPL-OUT-0160","FitCore Bolso Hidratacion Morado L","Outdoor","Capacidad extra para rutas largas. Color Morado. Talla L. Plantilla demo 160.","31","19.53","45","37","9","","true"
"TPL-CAL-0161","Nike Tenis Running Negro XL","Calzado","Amortiguacion reactiva para entreno y uso diario. Color Negro. Talla XL. Plantilla demo 161.","108","48.6","49","55","10","","true"
"TPL-CAL-0162","Adidas Tenis Trail Azul Unica","Calzado","Suela con agarre para senderos y exteriores. Color Azul. Talla Unica. Plantilla demo 162.","122","58.56","53","52","5","","true"
"TPL-CAL-0163","Puma Taquetes Futbol Rojo 38","Calzado","Estabilidad y traccion para cancha. Color Rojo. Talla 38. Plantilla demo 163.","127","64.77","57","49","6","","true"
"TPL-ROP-0164","Under Armour Camiseta Dry Fit Gris 39","Ropa","Tela transpirable para entrenamientos intensos. Color Gris. Talla 39. Plantilla demo 164.","33","17.82","61","46","7","","true"
"TPL-ROP-0165","Reebok Short Deportivo Verde 40","Ropa","Ligero comodo y de secado rapido. Color Verde. Talla 40. Plantilla demo 165.","17","9.69","5","43","8","","true"
"TPL-ROP-0166","New Balance Legging Performance Blanco 41","Ropa","Compresion media para gym y running. Color Blanco. Talla 41. Plantilla demo 166.","29","17.4","9","40","9","","true"
"TPL-ROP-0167","Asics Chaqueta Rompeviento Naranja 42","Ropa","Proteccion ligera para clima cambiante. Color Naranja. Talla 42. Plantilla demo 167.","47","29.61","13","37","10","","true"
"TPL-ACC-0168","Mizuno Botella Termica Morado 43","Accesorios","Mantiene la bebida fria por horas. Color Morado. Talla 43. Plantilla demo 168.","20","9","17","55","5","","true"
"TPL-ACC-0169","Wilson Mochila Training Negro 44","Accesorios","Compartimentos para gym y laptop. Color Negro. Talla 44. Plantilla demo 169.","63","30.24","21","52","6","","true"
"TPL-ACC-0170","Head Medias Tecnicas Azul XS","Accesorios","Tejido antihumedad y ajuste anatomico. Color Azul. Talla XS. Plantilla demo 170.","8","4.08","25","49","7","","true"
"TPL-ACC-0171","Spalding Gorra Sport Rojo S","Accesorios","Proteccion solar y ajuste comodo. Color Rojo. Talla S. Plantilla demo 171.","16","8.64","29","46","8","","true"
"TPL-ACC-0172","Molten Cangurera Runner Gris M","Accesorios","Ideal para llaves celular y geles. Color Gris. Talla M. Plantilla demo 172.","28","15.96","33","43","9","","true"
"TPL-FIT-0173","Yonex Mancuerna Ajustable Verde L","Fitness","Entrenamiento funcional en casa. Color Verde. Talla L. Plantilla demo 173.","46","27.6","37","40","10","","true"
"TPL-FIT-0174","Everlast Banda de Resistencia Blanco XL","Fitness","Ideal para movilidad y fuerza. Color Blanco. Talla XL. Plantilla demo 174.","7","4.41","41","37","5","","true"
"TPL-FIT-0175","Speedo Mat de Yoga Naranja Unica","Fitness","Superficie antideslizante y acolchada. Color Naranja. Talla Unica. Plantilla demo 175.","43","19.35","45","55","6","","true"
"TPL-FIT-0176","Arena Cuerda de Saltar Morado 38","Fitness","Rodamientos suaves para cardio. Color Morado. Talla 38. Plantilla demo 176.","8","3.84","49","52","7","","true"
"TPL-CIC-0177","CamelBak Casco Urbano Negro 39","Ciclismo","Ventilacion y ajuste seguro. Color Negro. Talla 39. Plantilla demo 177.","69","35.19","53","49","8","","true"
"TPL-CIC-0178","HydroPeak Guantes Ciclismo Azul 40","Ciclismo","Acolchado para recorridos largos. Color Azul. Talla 40. Plantilla demo 178.","16","8.64","57","46","9","","true"
"TPL-NAT-0179","ThermoSport Gafas Natacion Rojo 41","Natacion","Vision clara y antiempanante. Color Rojo. Talla 41. Plantilla demo 179.","22","12.54","61","43","10","","true"
"TPL-OUT-0180","FitCore Bolso Hidratacion Gris 42","Outdoor","Capacidad extra para rutas largas. Color Gris. Talla 42. Plantilla demo 180.","42","25.2","5","40","5","","true"
"TPL-CAL-0181","Nike Tenis Running Verde 43","Calzado","Amortiguacion reactiva para entreno y uso diario. Color Verde. Talla 43. Plantilla demo 181.","54","34.02","9","37","6","","true"
"TPL-CAL-0182","Adidas Tenis Trail Blanco 44","Calzado","Suela con agarre para senderos y exteriores. Color Blanco. Talla 44. Plantilla demo 182.","155","69.75","13","55","7","","true"
"TPL-CAL-0183","Puma Taquetes Futbol Naranja XS","Calzado","Estabilidad y traccion para cancha. Color Naranja. Talla XS. Plantilla demo 183.","91","43.68","17","52","8","","true"
"TPL-ROP-0184","Under Armour Camiseta Dry Fit Morado S","Ropa","Tela transpirable para entrenamientos intensos. Color Morado. Talla S. Plantilla demo 184.","28","14.28","21","49","9","","true"
"TPL-ROP-0185","Reebok Short Deportivo Negro M","Ropa","Ligero comodo y de secado rapido. Color Negro. Talla M. Plantilla demo 185.","37","19.98","25","46","10","","true"
"TPL-ROP-0186","New Balance Legging Performance Azul L","Ropa","Compresion media para gym y running. Color Azul. Talla L. Plantilla demo 186.","37","21.09","29","43","5","","true"
"TPL-ROP-0187","Asics Chaqueta Rompeviento Rojo XL","Ropa","Proteccion ligera para clima cambiante. Color Rojo. Talla XL. Plantilla demo 187.","49","29.4","33","40","6","","true"
"TPL-ACC-0188","Mizuno Botella Termica Gris Unica","Accesorios","Mantiene la bebida fria por horas. Color Gris. Talla Unica. Plantilla demo 188.","28","17.64","37","37","7","","true"
"TPL-ACC-0189","Wilson Mochila Training Verde 38","Accesorios","Compartimentos para gym y laptop. Color Verde. Talla 38. Plantilla demo 189.","27","12.15","41","55","8","","true"
"TPL-ACC-0190","Head Medias Tecnicas Blanco 39","Accesorios","Tejido antihumedad y ajuste anatomico. Color Blanco. Talla 39. Plantilla demo 190.","8","3.84","45","52","9","","true"
"TPL-ACC-0191","Spalding Gorra Sport Naranja 40","Accesorios","Proteccion solar y ajuste comodo. Color Naranja. Talla 40. Plantilla demo 191.","20","10.2","49","49","10","","true"
"TPL-ACC-0192","Molten Cangurera Runner Morado 41","Accesorios","Ideal para llaves celular y geles. Color Morado. Talla 41. Plantilla demo 192.","14","7.56","53","46","5","","true"
"TPL-FIT-0193","Yonex Mancuerna Ajustable Negro 42","Fitness","Entrenamiento funcional en casa. Color Negro. Talla 42. Plantilla demo 193.","60","34.2","57","43","6","","true"
"TPL-FIT-0194","Everlast Banda de Resistencia Azul 43","Fitness","Ideal para movilidad y fuerza. Color Azul. Talla 43. Plantilla demo 194.","7","4.2","61","40","7","","true"
"TPL-FIT-0195","Speedo Mat de Yoga Rojo 44","Fitness","Superficie antideslizante y acolchada. Color Rojo. Talla 44. Plantilla demo 195.","33","20.79","5","37","8","","true"
"TPL-FIT-0196","Arena Cuerda de Saltar Gris XS","Fitness","Rodamientos suaves para cardio. Color Gris. Talla XS. Plantilla demo 196.","20","9","9","55","9","","true"
"TPL-CIC-0197","CamelBak Casco Urbano Verde S","Ciclismo","Ventilacion y ajuste seguro. Color Verde. Talla S. Plantilla demo 197.","53","25.44","13","52","10","","true"
"TPL-CIC-0198","HydroPeak Guantes Ciclismo Blanco M","Ciclismo","Acolchado para recorridos largos. Color Blanco. Talla M. Plantilla demo 198.","12","6.12","17","49","5","","true"
"TPL-NAT-0199","ThermoSport Gafas Natacion Naranja L","Natacion","Vision clara y antiempanante. Color Naranja. Talla L. Plantilla demo 199.","18","9.72","21","46","6","","true"
"TPL-OUT-0200","FitCore Bolso Hidratacion Morado XL","Outdoor","Capacidad extra para rutas largas. Color Morado. Talla XL. Plantilla demo 200.","53","30.21","25","43","7","","true"
